threshold,tasks,executed,successes,coverage,success_on_executed,success_all_tasks,success_on_feasible,decision_accuracy,correct_abstention_rate,unnecessary_abstention_rate,mean_cost,cost_per_success,mean_latency_ms,runtime_p95_ms,unsafe_rate,mean_excess_access,denied_at_execution,unauthorized_executions,utility
0.0,2000,1054,650,0.527,0.6166982922201139,0.325,0.5034856700232379,0.64,0.8885754583921015,0.2447714949651433,0.032784999999999995,0.10087692307692307,10.9685,0.028835117700509724,0.0,0.0,0,0,0.29221500000000006
0.25,2000,875,620,0.4375,0.7085714285714285,0.31,0.48024786986831913,0.64,0.9308885754583921,0.3601859024012393,0.02927,0.09441935483870968,9.7325,0.02862501423805952,0.0,0.0,0,0,0.28073000000000004
0.5,2000,618,464,0.309,0.7508090614886731,0.232,0.35941130906274205,0.572,0.9590973201692524,0.5437645236250969,0.02533,0.10918103448275861,8.105,0.02837498323060572,0.0,0.0,0,0,0.20667000000000002
0.75,2000,267,232,0.1335,0.8689138576779026,0.116,0.17970565453137102,0.465,0.9844851904090268,0.801704105344694,0.013235,0.1140948275862069,4.3525,0.02129107160726562,0.0,0.0,0,0,0.10276499999999998
0.8,2000,208,175,0.104,0.8413461538461539,0.0875,0.13555383423702555,0.437,0.9858956276445698,0.8466305189775368,0.0124,0.1417142857142857,4.04,0.021042011212557554,0.0,0.0,0,0,0.0751
0.825,2000,208,175,0.104,0.8413461538461539,0.0875,0.13555383423702555,0.437,0.9858956276445698,0.8466305189775368,0.0124,0.1417142857142857,4.04,0.021042011212557554,0.0,0.0,0,0,0.0751
0.85,2000,193,164,0.0965,0.8497409326424871,0.082,0.12703330751355538,0.4315,0.9858956276445698,0.8582494190549961,0.0115,0.1402439024390244,3.7075,0.020916981156915426,0.0,0.0,0,0,0.0705
0.875,2000,136,121,0.068,0.8897058823529411,0.0605,0.09372579395817196,0.412,0.9915373765867419,0.8993028659953525,0.00808,0.13355371900826446,2.5175,0.02054200740531087,0.0,0.0,0,0,0.05242
0.9,2000,92,85,0.046,0.9239130434782609,0.0425,0.06584043377226956,0.395,0.9943582510578279,0.9318357862122386,0.0054399999999999995,0.12799999999999997,1.6425,0.0,0.0,0.0,0,0,0.03706
0.925,2000,8,7,0.004,0.875,0.0035,0.005422153369481022,0.3575,0.998589562764457,0.994577846630519,0.0004,0.1142857142857143,0.12,0.0,0.0,0.0,0,0,0.0031
0.95,2000,8,7,0.004,0.875,0.0035,0.005422153369481022,0.3575,0.998589562764457,0.994577846630519,0.0004,0.1142857142857143,0.12,0.0,0.0,0.0,0,0,0.0031
0.975,2000,8,7,0.004,0.875,0.0035,0.005422153369481022,0.3575,0.998589562764457,0.994577846630519,0.0004,0.1142857142857143,0.12,0.0,0.0,0.0,0,0,0.0031
1.0,2000,0,0,0.0,,0.0,0.0,0.3545,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0,0,0.0
