threshold,tasks,executed,successes,coverage,success_on_executed,success_all_tasks,success_on_feasible,decision_accuracy,correct_abstention_rate,unnecessary_abstention_rate,mean_cost,cost_per_success,mean_latency_ms,runtime_p95_ms,unsafe_rate,mean_excess_access,denied_at_execution,unauthorized_executions,utility
0.0,2000,584,560,0.292,0.958904109589041,0.28,0.45161290322580644,0.6525,0.9802631578947368,0.5411290322580645,0.004885,0.01744642857142857,2.0075,0.02524998999433592,0.0075,0.0,0,0,0.260115
0.25,2000,584,560,0.292,0.958904109589041,0.28,0.45161290322580644,0.6525,0.9802631578947368,0.5411290322580645,0.004885,0.01744642857142857,2.0075,0.02524998999433592,0.0075,0.0,0,0,0.260115
0.5,2000,582,558,0.291,0.9587628865979382,0.279,0.45,0.6515,0.9802631578947368,0.542741935483871,0.00487,0.01745519713261649,1.9995,0.025208041188307106,0.0075,0.0,0,0,0.25912999999999997
0.75,2000,516,496,0.258,0.9612403100775194,0.248,0.4,0.622,0.9842105263157894,0.5935483870967742,0.004375,0.017641129032258066,1.7315,0.023457978386431932,0.006,0.0,0,0,0.231625
0.8,2000,469,450,0.2345,0.9594882729211087,0.225,0.3629032258064516,0.5995,0.9855263157894737,0.6306451612903226,0.0038075,0.016922222222222224,1.5435,0.02300000051036477,0.0055,0.0,0,0,0.2101925
0.825,2000,407,394,0.2035,0.9680589680589681,0.197,0.317741935483871,0.5725,0.9881578947368421,0.6790322580645162,0.0030325,0.015393401015228427,1.2795,0.02262499911012128,0.0045,0.0,0,0,0.18496749999999998
0.85,2000,406,393,0.203,0.9679802955665024,0.1965,0.31693548387096776,0.572,0.9881578947368421,0.6798387096774193,0.003025,0.015394402035623408,1.2755,0.022624997654929757,0.0045,0.0,0,0,0.184475
0.875,2000,383,372,0.1915,0.9712793733681462,0.186,0.3,0.5625,0.9907894736842106,0.6967741935483871,0.0028650000000000004,0.015403225806451613,1.191,0.022169068688526746,0.0035,0.0,0,0,0.17613499999999999
0.9,2000,275,270,0.1375,0.9818181818181818,0.135,0.21774193548387097,0.514,0.9973684210526316,0.7798387096774193,0.0016300000000000002,0.012074074074074076,0.7715,0.021293143799994137,0.001,0.0,0,0,0.13137000000000001
0.925,2000,264,259,0.132,0.9810606060606061,0.1295,0.20887096774193548,0.5085,0.9973684210526316,0.7887096774193548,0.001575,0.012162162162162161,0.744,0.020962217240594324,0.001,0.0,0,0,0.125925
0.95,2000,240,235,0.12,0.9791666666666666,0.1175,0.18951612903225806,0.4965,0.9973684210526316,0.8080645161290323,0.00145,0.012340425531914893,0.681,0.020709005184471607,0.001,0.0,0,0,0.11405
0.975,2000,209,204,0.1045,0.9760765550239234,0.102,0.16451612903225807,0.481,0.9973684210526316,0.8330645161290322,0.0012900000000000001,0.012647058823529412,0.6005,0.019213171617593613,0.001,0.0,0,0,0.09871
1.0,2000,0,0,0.0,,0.0,0.0,0.38,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0,0,0.0
