threshold,tasks,executed,successes,coverage,success_on_executed,success_all_tasks,success_on_feasible,decision_accuracy,correct_abstention_rate,unnecessary_abstention_rate,mean_cost,cost_per_success,mean_latency_ms,runtime_p95_ms,unsafe_rate,mean_excess_access,denied_at_execution,unauthorized_executions,utility
0.0,2000,1004,766,0.502,0.7629482071713147,0.383,0.617741935483871,0.7215,0.8907894736842106,0.25725806451612904,0.0232575,0.06072454308093995,7.9955,0.029249991348478943,0.007,0.0,0,0,0.305765
0.25,2000,773,720,0.3865,0.9314359637774903,0.36,0.5806451612903226,0.7275,0.9671052631578947,0.3967741935483871,0.0162875,0.04524305555555556,5.6855,0.028666983416769654,0.007,0.0,0,0,0.30128499999999997
0.5,2000,680,645,0.34,0.9485294117647058,0.3225,0.5201612903225806,0.692,0.9723684210526315,0.4685483870967742,0.013085,0.04057364341085271,4.4285,0.02829099103109911,0.006,0.0,0,0,0.2752725
0.75,2000,474,458,0.237,0.9662447257383966,0.229,0.36935483870967745,0.6035,0.9855263157894737,0.6266129032258064,0.0036750000000000003,0.01604803493449782,1.5125,0.02346104738535359,0.0055,0.0,0,0,0.2067625
0.8,2000,397,386,0.1985,0.9722921914357683,0.193,0.31129032258064515,0.569,0.9894736842105263,0.6862903225806452,0.0027625,0.014313471502590675,1.1965,0.022543103841599074,0.004,0.0,0,0,0.176255
0.825,2000,383,373,0.1915,0.9738903394255874,0.1865,0.3008064516129032,0.563,0.9907894736842106,0.6967741935483871,0.0026575,0.014249329758713137,1.1405,0.022169041039887812,0.0035,0.0,0,0,0.17114
0.85,2000,288,283,0.144,0.9826388888888888,0.1415,0.22822580645161292,0.5205,0.9973684210526316,0.7693548387096775,0.001505,0.010636042402826855,0.7665,0.02145799226127565,0.001,0.0,0,0,0.1341625
0.875,2000,275,271,0.1375,0.9854545454545455,0.1355,0.21854838709677418,0.5145,0.9973684210526316,0.7798387096774193,0.001435,0.010590405904059042,0.7285,0.021377038501668718,0.001,0.0,0,0,0.1284225
0.9,2000,268,264,0.134,0.9850746268656716,0.132,0.2129032258064516,0.511,0.9973684210526316,0.785483870967742,0.0014,0.010606060606060605,0.711,0.021377038501668718,0.001,0.0,0,0,0.125045
0.925,2000,233,229,0.1165,0.9828326180257511,0.1145,0.18467741935483872,0.4935,0.9973684210526316,0.8137096774193548,0.0012250000000000002,0.010698689956331879,0.6235,0.02091811911668628,0.001,0.0,0,0,0.1081575
0.95,2000,139,138,0.0695,0.9928057553956835,0.069,0.11129032258064517,0.449,1.0,0.8879032258064516,0.0006950000000000001,0.010072463768115943,0.35,0.014877096691634504,0.0,0.0,0,0,0.066555
0.975,2000,0,0,0.0,,0.0,0.0,0.38,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0,0,0.0
1.0,2000,0,0,0.0,,0.0,0.0,0.38,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0,0,0.0
