threshold,tasks,executed,successes,coverage,success_on_executed,success_all_tasks,success_on_feasible,decision_accuracy,correct_abstention_rate,unnecessary_abstention_rate,mean_cost,cost_per_success,mean_latency_ms,runtime_p95_ms,unsafe_rate,mean_excess_access,denied_at_execution,unauthorized_executions,utility
0.0,2000,283,268,0.1415,0.9469964664310954,0.134,0.21647819063004847,0.5115,0.9908136482939632,0.777059773828756,0.0028400000000000005,0.02119402985074627,1.0215,0.021957996068522334,0.0035,0.0,0,0,0.12415999999999999
0.25,2000,283,268,0.1415,0.9469964664310954,0.134,0.21647819063004847,0.5115,0.9908136482939632,0.777059773828756,0.0028400000000000005,0.02119402985074627,1.0215,0.021957996068522334,0.0035,0.0,0,0,0.12415999999999999
0.5,2000,283,268,0.1415,0.9469964664310954,0.134,0.21647819063004847,0.5115,0.9908136482939632,0.777059773828756,0.0028400000000000005,0.02119402985074627,1.0215,0.021957996068522334,0.0035,0.0,0,0,0.12415999999999999
0.75,2000,283,268,0.1415,0.9469964664310954,0.134,0.21647819063004847,0.5115,0.9908136482939632,0.777059773828756,0.0028400000000000005,0.02119402985074627,1.0215,0.021957996068522334,0.0035,0.0,0,0,0.12415999999999999
0.8,2000,283,268,0.1415,0.9469964664310954,0.134,0.21647819063004847,0.5115,0.9908136482939632,0.777059773828756,0.0028400000000000005,0.02119402985074627,1.0215,0.021957996068522334,0.0035,0.0,0,0,0.12415999999999999
0.825,2000,283,268,0.1415,0.9469964664310954,0.134,0.21647819063004847,0.5115,0.9908136482939632,0.777059773828756,0.0028400000000000005,0.02119402985074627,1.0215,0.021957996068522334,0.0035,0.0,0,0,0.12415999999999999
0.85,2000,160,153,0.08,0.95625,0.0765,0.12358642972536349,0.456,0.9960629921259843,0.8731825525040388,0.0014000000000000002,0.018300653594771243,0.533,0.019921151397284117,0.0015,0.0,0,0,0.0721
0.875,2000,114,107,0.057,0.9385964912280702,0.0535,0.0864297253634895,0.433,0.9960629921259843,0.9103392568659128,0.0011700000000000002,0.021869158878504675,0.418,0.019718457770068188,0.0015,0.0,0,0,0.04933
0.9,2000,114,107,0.057,0.9385964912280702,0.0535,0.0864297253634895,0.433,0.9960629921259843,0.9103392568659128,0.0011700000000000002,0.021869158878504675,0.418,0.019718457770068188,0.0015,0.0,0,0,0.04933
0.925,2000,114,107,0.057,0.9385964912280702,0.0535,0.0864297253634895,0.433,0.9960629921259843,0.9103392568659128,0.0011700000000000002,0.021869158878504675,0.418,0.019718457770068188,0.0015,0.0,0,0,0.04933
0.95,2000,114,107,0.057,0.9385964912280702,0.0535,0.0864297253634895,0.433,0.9960629921259843,0.9103392568659128,0.0011700000000000002,0.021869158878504675,0.418,0.019718457770068188,0.0015,0.0,0,0,0.04933
0.975,2000,114,107,0.057,0.9385964912280702,0.0535,0.0864297253634895,0.433,0.9960629921259843,0.9103392568659128,0.0011700000000000002,0.021869158878504675,0.418,0.019718457770068188,0.0015,0.0,0,0,0.04933
1.0,2000,0,0,0.0,,0.0,0.0,0.381,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0,0,0.0
