threshold,tasks,executed,successes,coverage,success_on_executed,success_all_tasks,success_on_feasible,decision_accuracy,correct_abstention_rate,unnecessary_abstention_rate,mean_cost,cost_per_success,mean_latency_ms,runtime_p95_ms,unsafe_rate,mean_excess_access,denied_at_execution,unauthorized_executions,utility
0.0,2000,603,578,0.3015,0.9585406301824212,0.289,0.4484096198603569,0.637,0.9789029535864979,0.543832428238945,0.0050625,0.017517301038062285,2.0585,0.025131265283562236,0.0075,0.0,0,0,0.2689375
0.25,2000,599,578,0.2995,0.9649415692821369,0.289,0.4484096198603569,0.638,0.9817158931082982,0.5453840186190846,0.0050325,0.01741349480968858,2.0425,0.02504406293155625,0.0065,0.0,0,0,0.2709675
0.5,2000,593,572,0.2965,0.9645868465430016,0.286,0.4437548487199379,0.635,0.9817158931082982,0.5500387897595035,0.0049875,0.017438811188811187,2.0185,0.02495799126336351,0.0065,0.0,0,0,0.2680125
0.75,2000,396,384,0.198,0.9696969696969697,0.192,0.2979053529868115,0.5455,0.9943741209563994,0.6958882854926299,0.00265,0.013802083333333333,1.2305,0.023582980793435127,0.002,0.0,0,0,0.18535
0.8,2000,390,378,0.195,0.9692307692307692,0.189,0.2932505818463926,0.5425,0.9943741209563994,0.7005430566330488,0.002605,0.013783068783068782,1.2065,0.023460079682990905,0.002,0.0,0,0,0.18239499999999997
0.825,2000,381,369,0.1905,0.968503937007874,0.1845,0.28626842513576417,0.538,0.9943741209563994,0.7075252133436772,0.0025375000000000003,0.013753387533875339,1.1705,0.023333006538450718,0.002,0.0,0,0,0.1779625
0.85,2000,358,347,0.179,0.9692737430167597,0.1735,0.2692009309542281,0.527,0.9943741209563994,0.7253685027152832,0.0023650000000000003,0.013631123919308359,1.0745,0.022790978255216032,0.002,0.0,0,0,0.16713499999999998
0.875,2000,352,341,0.176,0.96875,0.1705,0.26454615981380913,0.524,0.9943741209563994,0.7300232738557021,0.002335,0.013695014662756598,1.0595,0.022548221750184887,0.002,0.0,0,0,0.16416500000000003
0.9,2000,335,327,0.1675,0.9761194029850746,0.1635,0.25368502715283164,0.5175,0.9957805907172996,0.7424359968968193,0.0021225000000000003,0.01298165137614679,0.9835,0.021877119434066113,0.0015,0.0,0,0,0.1583775
0.925,2000,324,316,0.162,0.9753086419753086,0.158,0.2451512800620636,0.512,0.9957805907172996,0.7509697439875873,0.00204,0.012911392405063291,0.9395,0.021586060756817457,0.0015,0.0,0,0,0.15296
0.95,2000,291,284,0.1455,0.9759450171821306,0.142,0.22032583397982933,0.496,0.9957805907172996,0.7765709852598914,0.0018625,0.013116197183098591,0.847,0.02137711708201095,0.0015,0.0,0,0,0.1371375
0.975,2000,211,206,0.1055,0.976303317535545,0.103,0.15981380915438323,0.458,0.9985935302390999,0.8370830100853375,0.0014100000000000002,0.013689320388349515,0.6155,0.01729729265207424,0.0005,0.0,0,0,0.10059
1.0,2000,7,6,0.0035,0.8571428571428571,0.003,0.004654771140418929,0.358,0.9985935302390999,0.9953452288595811,5.2499999999999995e-05,0.017499999999999998,0.028,0.0,0.0005,0.0,0,0,0.0019474999999999998
