setting,policy,metric,mean,std,seeds
small_data,ips,mean_excess_access,0.085,0.05245474239761359,5
small_data,ips,ess,224.21092574936733,16.798122612764082,5
small_data,ips,dr_absolute_error,0.016265321033078085,0.0071932165672844725,5
small_data,dr,utility,0.421249,0.02629936421522391,5
small_data,dr,coverage,0.6379,0.02585391653115637,5
small_data,dr,success_all_tasks,0.4862,0.02607585089695059,5
small_data,dr,success_on_executed,0.7619660567504971,0.016525916325178726,5
small_data,dr,decision_accuracy,0.7636000000000001,0.009330058949438601,5
small_data,dr,cost_per_success,0.0978267084813724,0.0016395082426648507,5
small_data,dr,unsafe_rate,0.0082,0.0043960209280666535,5
small_data,dr,mean_latency_ms,15.7049,0.7783012270323099,5
small_data,dr,mean_excess_access,0.0196,0.015257784898208521,5
small_data,dr,ess,214.55493012594297,13.11256755053544,5
small_data,dr,dr_absolute_error,0.029027711050298256,0.017777929531348515,5
small_data,conservative_direct,utility,0.11651800000000001,0.014005673894889877,5
small_data,conservative_direct,coverage,0.1438,0.028553896406620236,5
small_data,conservative_direct,success_all_tasks,0.1342,0.023496276300724765,5
small_data,conservative_direct,success_on_executed,0.9367347428674219,0.02622351407650183,5
small_data,conservative_direct,decision_accuracy,0.49499999999999994,0.023624669309854907,5
small_data,conservative_direct,cost_per_success,0.03299048616115676,0.015394514347502426,5
small_data,conservative_direct,unsafe_rate,0.006500000000000001,0.004623310502226732,5
small_data,conservative_direct,mean_latency_ms,1.5279,0.8512293609832781,5
small_data,conservative_direct,mean_excess_access,0.0,0.0,5
small_data,conservative_direct,ess,203.80529459785254,5.736051008498063,5
small_data,conservative_direct,dr_absolute_error,0.0027551406147195865,0.0014615647220696149,5
small_data,conservative_dr,utility,0.12075050000000002,0.018990163193743227,5
small_data,conservative_dr,coverage,0.1418,0.021652367076142046,5
small_data,conservative_dr,success_all_tasks,0.1325,0.022276669409945462,5
small_data,conservative_dr,success_on_executed,0.9332218158859925,0.03419352173978436,5
small_data,conservative_dr,decision_accuracy,0.4962000000000001,0.025818113796325242,5
small_data,conservative_dr,cost_per_success,0.03946412434675079,0.016176828472009745,5
small_data,conservative_dr,unsafe_rate,0.0032,0.001095445115010332,5
small_data,conservative_dr,mean_latency_ms,1.7326000000000001,0.7513850876880642,5
small_data,conservative_dr,mean_excess_access,0.0,0.0,5
small_data,conservative_dr,ess,201.76216843284953,4.832880863802351,5
small_data,conservative_dr,dr_absolute_error,0.002498436138183696,0.0018791281314625638,5
small_data,oracle,utility,0.5790629999999999,0.012949263178845333,5
small_data,oracle,coverage,0.6103,0.013558207846171993,5
small_data,oracle,success_all_tasks,0.6103,0.013558207846171993,5
small_data,oracle,success_on_executed,1.0,0.0,5
small_data,oracle,decision_accuracy,0.9785,0.0029154759474226384,5
small_data,oracle,cost_per_success,0.050988771222492804,0.0008936049687418606,5
small_data,oracle,unsafe_rate,0.0,0.0,5
small_data,oracle,mean_latency_ms,9.7881,0.24007587342338282,5
small_data,oracle,mean_excess_access,0.0024000000000000002,0.0018165902124584951,5
low_exploration,abstain,utility,0.0,0.0,5
low_exploration,abstain,coverage,0.0,0.0,5
low_exploration,abstain,success_all_tasks,0.0,0.0,5
low_exploration,abstain,decision_accuracy,0.36819999999999997,0.012799414049088352,5
low_exploration,abstain,unsafe_rate,0.0,0.0,5
low_exploration,abstain,mean_latency_ms,0.0,0.0,5
low_exploration,abstain,mean_excess_access,0.0,0.0,5
low_exploration,abstain,ess,28.71406331067913,3.5092412259021586,5
low_exploration,abstain,dr_absolute_error,0.0,0.0,5
low_exploration,cheapest,utility,-0.06081650000000001,0.013390093422937724,5
low_exploration,cheapest,coverage,0.8131,0.013644595999882143,5
low_exploration,cheapest,success_all_tasks,0.3066,0.008134801780006697,5
low_exploration,cheapest,success_on_executed,0.3770465099072798,0.005805557157647841,5
low_exploration,cheapest,decision_accuracy,0.49349999999999994,0.008038967595406772,5
low_exploration,cheapest,cost_per_success,0.043772501292541274,0.0007515536147936152,5
low_exploration,cheapest,unsafe_rate,0.177,0.004213074886588183,5
low_exploration,cheapest,mean_latency_ms,5.8024000000000004,0.10190951869182774,5
low_exploration,cheapest,mean_excess_access,0.0,0.0,5
low_exploration,cheapest,ess,1941.769019491761,11.83697571098352,5
low_exploration,cheapest,dr_absolute_error,0.002921443024166008,0.0013975367357988277,5
low_exploration,schema_match,utility,0.45618800000000004,0.011545777150109916,5
low_exploration,schema_match,coverage,0.8131,0.013644595999882143,5
low_exploration,schema_match,success_all_tasks,0.5593,0.01315579720123413,5
low_exploration,schema_match,success_on_executed,0.6878048587480039,0.005581988714204404,5
low_exploration,schema_match,decision_accuracy,0.7462000000000001,0.0031144823004794703,5
low_exploration,schema_match,cost_per_success,0.1843861668548311,0.001503907180619474,5
low_exploration,schema_match,unsafe_rate,0.0,0.0,5
low_exploration,schema_match,mean_latency_ms,33.2365,0.44004119125372865,5
low_exploration,schema_match,mean_excess_access,0.0,0.0,5
low_exploration,schema_match,ess,31.41495020640432,7.079921334860575,5
low_exploration,schema_match,dr_absolute_error,0.08330280110019303,0.06837740979025855,5
low_exploration,rules,utility,0.496954,0.01082185514364337,5
low_exploration,rules,coverage,0.5938,0.011919521802488548,5
low_exploration,rules,success_all_tasks,0.5467000000000001,0.012442869443982778,5
low_exploration,rules,success_on_executed,0.9206455902179691,0.004233955867536442,5
low_exploration,rules,decision_accuracy,0.8983000000000001,0.007989055012953678,5
low_exploration,rules,cost_per_success,0.05917628034704424,0.001400202209325967,5
low_exploration,rules,unsafe_rate,0.008700000000000001,0.0018234582528810469,5
low_exploration,rules,mean_latency_ms,10.965499999999999,0.2761052788339982,5
low_exploration,rules,mean_excess_access,0.0,0.0,5
low_exploration,rules,ess,50.60880445530869,2.4488472269252637,5
low_exploration,rules,dr_absolute_error,0.023105365874989348,0.016226077135804713,5
low_exploration,direct,utility,0.4865670000000001,0.015424458702009595,5
low_exploration,direct,coverage,0.6744,0.02105172201982535,5
low_exploration,direct,success_all_tasks,0.5570999999999999,0.013543448600707272,5
low_exploration,direct,success_on_executed,0.8267279667633509,0.03323588007351954,5
low_exploration,direct,decision_accuracy,0.8509,0.020728603426183826,5
low_exploration,direct,cost_per_success,0.09202400817041234,0.011448338344927637,5
low_exploration,direct,unsafe_rate,0.009600000000000001,0.004505552130427524,5
low_exploration,direct,mean_latency_ms,17.038999999999998,1.9916544630030588,5
low_exploration,direct,mean_excess_access,0.0028,0.006260990336999411,5
low_exploration,direct,ess,50.40308927634481,5.214888001807849,5
low_exploration,direct,dr_absolute_error,0.03828879166460223,0.01877747206308803,5
low_exploration,ips,utility,0.43714700000000006,0.020993932188849238,5
low_exploration,ips,coverage,0.761,0.026895631615561667,5
low_exploration,ips,success_all_tasks,0.5558,0.022339986571168733,5
low_exploration,ips,success_on_executed,0.7310489899231352,0.03779880007032978,5
low_exploration,ips,decision_accuracy,0.7833,0.031590346626778266,5
low_exploration,ips,cost_per_success,0.11177619095503621,0.010472293924782758,5
low_exploration,ips,unsafe_rate,0.026000000000000002,0.00917196816392207,5
low_exploration,ips,mean_latency_ms,20.131,1.7751904475295044,5
low_exploration,ips,mean_excess_access,0.091,0.03482097069296029,5
low_exploration,ips,ess,41.70503801653453,5.246195990902274,5
low_exploration,ips,dr_absolute_error,0.03224049052227311,0.019740398469510437,5
low_exploration,dr,utility,0.4749840000000001,0.02104975612982253,5
low_exploration,dr,coverage,0.7229,0.02756446988425499,5
low_exploration,dr,success_all_tasks,0.5635,0.019764235376052375,5
low_exploration,dr,success_on_executed,0.7799469767909798,0.026654106850334165,5
low_exploration,dr,decision_accuracy,0.8220000000000001,0.019934266979249573,5
low_exploration,dr,cost_per_success,0.1105859860456752,0.009442005109598474,5
low_exploration,dr,unsafe_rate,0.011999999999999999,0.006680194607943694,5
low_exploration,dr,mean_latency_ms,20.269600000000004,1.9345992285225388,5
low_exploration,dr,mean_excess_access,0.044,0.03140859754907882,5
low_exploration,dr,ess,40.85101112460872,4.9849288871675865,5
low_exploration,dr,dr_absolute_error,0.04055181248509436,0.03351871350150336,5
low_exploration,conservative_direct,utility,0.25186549999999996,0.046952848702182054,5
low_exploration,conservative_direct,coverage,0.2902,0.06159707785276831,5
low_exploration,conservative_direct,success_all_tasks,0.2754,0.05704756787103198,5
low_exploration,conservative_direct,success_on_executed,0.9501660908204638,0.009247924103919765,5
low_exploration,conservative_direct,decision_accuracy,0.6344,0.05834530829466927,5
low_exploration,conservative_direct,cost_per_success,0.021160520051526167,0.00841926307570051,5
low_exploration,conservative_direct,unsafe_rate,0.008700000000000001,0.003850324661635691,5
low_exploration,conservative_direct,mean_latency_ms,2.3872999999999998,1.0143125504498107,5
low_exploration,conservative_direct,mean_excess_access,0.0,0.0,5
low_exploration,conservative_direct,ess,51.26865590457449,5.257917582503142,5
low_exploration,conservative_direct,dr_absolute_error,0.005933273982871234,0.008966210835814791,5
low_exploration,conservative_dr,utility,0.25166849999999996,0.047769162306869055,5
low_exploration,conservative_dr,coverage,0.31050000000000005,0.0773070177926946,5
low_exploration,conservative_dr,success_all_tasks,0.2746,0.05783100379554206,5
low_exploration,conservative_dr,success_on_executed,0.8948895324442221,0.07403865934145441,5
low_exploration,conservative_dr,decision_accuracy,0.634,0.05921887368060965,5
low_exploration,conservative_dr,cost_per_success,0.021862708439482504,0.00890732261124176,5
low_exploration,conservative_dr,unsafe_rate,0.0083,0.0037181984885156414,5
low_exploration,conservative_dr,mean_latency_ms,2.4872,1.0902717895093865,5
low_exploration,conservative_dr,mean_excess_access,0.0,0.0,5
low_exploration,conservative_dr,ess,53.44019164575495,7.022582722164097,5
low_exploration,conservative_dr,dr_absolute_error,0.005947664740685738,0.008956937328561114,5
low_exploration,oracle,utility,0.5790629999999999,0.012949263178845333,5
low_exploration,oracle,coverage,0.6103,0.013558207846171993,5
low_exploration,oracle,success_all_tasks,0.6103,0.013558207846171993,5
low_exploration,oracle,success_on_executed,1.0,0.0,5
low_exploration,oracle,decision_accuracy,0.9785,0.0029154759474226384,5
low_exploration,oracle,cost_per_success,0.050988771222492804,0.0008936049687418606,5
low_exploration,oracle,unsafe_rate,0.0,0.0,5
low_exploration,oracle,mean_latency_ms,9.7881,0.24007587342338282,5
low_exploration,oracle,mean_excess_access,0.0024000000000000002,0.0018165902124584951,5
missing_support,abstain,utility,0.0,0.0,5
missing_support,abstain,coverage,0.0,0.0,5
missing_support,abstain,success_all_tasks,0.0,0.0,5
missing_support,abstain,decision_accuracy,0.36819999999999997,0.012799414049088352,5
missing_support,abstain,unsafe_rate,0.0,0.0,5
