threshold,tasks,executed,successes,coverage,success_on_executed,success_all_tasks,success_on_feasible,decision_accuracy,correct_abstention_rate,unnecessary_abstention_rate,mean_cost,cost_per_success,mean_latency_ms,runtime_p95_ms,unsafe_rate,mean_excess_access,denied_at_execution,unauthorized_executions,utility
0.0,2000,1087,658,0.5435,0.6053357865685373,0.329,0.5306451612903226,0.654,0.8552631578947368,0.2120967741935484,0.035339999999999996,0.10741641337386017,11.8785,0.029541048570536077,0.0,0.0,0,0,0.29366
0.25,2000,918,626,0.459,0.681917211328976,0.313,0.5048387096774194,0.6615,0.9171052631578948,0.31048387096774194,0.030785,0.09835463258785943,10.345,0.029129139147698876,0.0,0.0,0,0,0.28221500000000005
0.5,2000,632,505,0.316,0.7990506329113924,0.2525,0.40725806451612906,0.6225,0.9736842105263158,0.5064516129032258,0.026025,0.10306930693069306,8.59,0.029041044763289392,0.0,0.0,0,0,0.22647499999999998
0.75,2000,235,201,0.1175,0.8553191489361702,0.1005,0.1620967741935484,0.476,0.9881578947368421,0.817741935483871,0.012514999999999998,0.12452736318407959,4.1045,0.02099998528137803,0.0,0.0,0,0,0.087985
0.8,2000,232,198,0.116,0.853448275862069,0.099,0.1596774193548387,0.4745,0.9881578947368421,0.8201612903225807,0.0125,0.12626262626262627,4.097,0.02099998528137803,0.0,0.0,0,0,0.0865
0.825,2000,142,114,0.071,0.8028169014084507,0.057,0.09193548387096774,0.435,0.9947368421052631,0.8887096774193548,0.0070999999999999995,0.12456140350877193,2.5045,0.01429104886483401,0.0,0.0,0,0,0.04990000000000001
0.85,2000,37,36,0.0185,0.972972972972973,0.018,0.02903225806451613,0.3975,0.9986842105263158,0.9709677419354839,0.0008,0.044444444444444446,0.247,0.0,0.0,0.0,0,0,0.0172
0.875,2000,28,28,0.014,1.0,0.014,0.02258064516129032,0.394,1.0,0.9774193548387097,0.00035000000000000005,0.025,0.112,0.0,0.0,0.0,0,0,0.01365
0.9,2000,28,28,0.014,1.0,0.014,0.02258064516129032,0.394,1.0,0.9774193548387097,0.00035000000000000005,0.025,0.112,0.0,0.0,0.0,0,0,0.01365
0.925,2000,28,28,0.014,1.0,0.014,0.02258064516129032,0.394,1.0,0.9774193548387097,0.00035000000000000005,0.025,0.112,0.0,0.0,0.0,0,0,0.01365
0.95,2000,28,28,0.014,1.0,0.014,0.02258064516129032,0.394,1.0,0.9774193548387097,0.00035000000000000005,0.025,0.112,0.0,0.0,0.0,0,0,0.01365
0.975,2000,28,28,0.014,1.0,0.014,0.02258064516129032,0.394,1.0,0.9774193548387097,0.00035000000000000005,0.025,0.112,0.0,0.0,0.0,0,0,0.01365
1.0,2000,28,28,0.014,1.0,0.014,0.02258064516129032,0.394,1.0,0.9774193548387097,0.00035000000000000005,0.025,0.112,0.0,0.0,0.0,0,0,0.01365
