threshold,tasks,executed,successes,coverage,success_on_executed,success_all_tasks,success_on_feasible,decision_accuracy,correct_abstention_rate,unnecessary_abstention_rate,mean_cost,cost_per_success,mean_latency_ms,runtime_p95_ms,unsafe_rate,mean_excess_access,denied_at_execution,unauthorized_executions,utility
0.0,2000,808,574,0.404,0.7103960396039604,0.287,0.52516010978957,0.6515,0.8037486218302095,0.42360475754803295,0.01732,0.06034843205574913,6.2505,0.027999980375170708,0.016,0.0,100,0,0.23768
0.25,2000,793,566,0.3965,0.7137452711223203,0.283,0.5178408051235133,0.651,0.8114663726571113,0.4309240622140897,0.01723,0.060883392226148414,6.1985,0.027999980375170708,0.0145,0.0,97,0,0.23676999999999998
0.5,2000,621,475,0.3105,0.7648953301127214,0.2375,0.434583714547118,0.6335,0.8732083792723263,0.5370539798719122,0.008635,0.0363578947368421,3.166,0.026041992532555014,0.014,0.0,77,0,0.20086500000000002
0.75,2000,593,455,0.2965,0.7672849915682968,0.2275,0.4162854528819762,0.627,0.8809261300992283,0.5562671546203111,0.008077500000000001,0.035505494505494506,2.9655,0.025710095360409465,0.0115,0.0,75,0,0.1964225
0.8,2000,513,394,0.2565,0.7680311890838206,0.197,0.3604757548032937,0.603,0.8952590959206174,0.6175663311985361,0.004095,0.020786802030456852,1.6615,0.023336074082180854,0.0105,0.0,71,0,0.17190499999999997
0.825,2000,496,384,0.248,0.7741935483870968,0.192,0.3513266239707228,0.601,0.9018743109151047,0.6276303751143641,0.0035225,0.018346354166666665,1.4545,0.02316904719918966,0.0105,0.0,68,0,0.1674775
0.85,2000,450,348,0.225,0.7733333333333333,0.174,0.3183897529734675,0.5875,0.9117971334068358,0.6614821591948765,0.00313,0.017988505747126435,1.309,0.02258510066894814,0.01,0.0,60,0,0.15087
0.875,2000,278,216,0.139,0.7769784172661871,0.108,0.19762122598353157,0.5375,0.9470782800441014,0.7895699908508692,0.00141,0.013055555555555555,0.6965,0.021374988136813045,0.0035,0.0,41,0,0.09959
0.9,2000,244,190,0.122,0.7786885245901639,0.095,0.17383348581884722,0.5265,0.9514884233737596,0.8170173833485819,0.00126,0.013263157894736843,0.6115,0.020300278265494846,0.0035,0.0,37,0,0.08674000000000001
0.925,2000,202,154,0.101,0.7623762376237624,0.077,0.14089661482159194,0.51,0.9547960308710033,0.8526989935956084,0.001065,0.013831168831168831,0.5065,0.01704519090708345,0.0035,0.0,34,0,0.068935
0.95,2000,164,128,0.082,0.7804878048780488,0.064,0.1171088746569076,0.502,0.9658213891951488,0.8783165599268069,0.000925,0.014453125,0.4315,0.01538545038783922,0.0035,0.0,24,0,0.056075
0.975,2000,83,64,0.0415,0.7710843373493976,0.032,0.0585544373284538,0.4775,0.9823594266813671,0.938700823421775,0.00042249999999999997,0.013203125,0.227,0.0,0.0035,0.0,9,0,0.024577500000000002
1.0,2000,7,6,0.0035,0.8571428571428571,0.003,0.0054894784995425435,0.456,0.9988974641675854,0.9945105215004575,5.2499999999999995e-05,0.017499999999999998,0.028,0.0,0.0005,0.0,0,0,0.0019474999999999998
